meantemp,humidity,wind_speed,meanpressure,year,month,day,day_of_year,temp_humidity_interaction,humidity_per_temp,wind_pressure_force,is_winter
-1.2926833115499268,0.7294416375073153,-1.0048611188805072,0.027171293157194402,2013,2,1,32,-0.9429370315553576,-0.5642892376517841,-0.027303376043368636,1
-1.2537872781038668,1.0021361881611774,-1.2003480469229613,0.033514508020757845,2013,2,2,33,-1.2564656036439872,-0.7992936270760502,-0.0402290742463006,1
-1.0204110774275055,0.28631299269478916,-1.0844343235644551,0.023206783867468432,2013,2,3,34,-0.29215694935718334,-0.28058868128265996,-0.02516623296542464,1
-1.098203144319626,0.8061369798787144,0.9456222368764116,0.019242274577740567,2013,2,4,35,-0.8853021660551312,-0.734057559955128,0.018195922728793144,1
-1.2075982383866701,1.8851978385207544,0.6409571126435809,0.02925266053430101,2013,2,5,36,-2.276561588808021,-1.561126366251601,0.018749700833208406,1
-1.2019259001757863,0.6300217492480944,0.40155872453603525,0.04197212783884118,2013,2,6,37,-0.7572394580953393,-0.5241812252886833,0.01685427412102848,1
-1.347137758374411,-0.08182465068792469,0.8635427895252532,0.04160210697180034,2013,2,7,38,0.11022907650750008,0.060740082133459335,0.03592519950455645,1
-1.564955545672348,0.576050952764518,0.5383578034546327,0.033514508020757845,2013,2,8,39,-0.9014941331186723,-0.36809648384093074,0.01804279692191786,1
-1.3704753784420471,0.03066185145679347,0.5383578034546327,0.0319287043048662,2013,2,9,40,-0.042021312478982865,-0.022373313429960587,0.01718906711672024,1
-1.3947853993458348,0.6399637380740167,-0.7296443459874054,0.03341539528851423,2013,2,10,41,-0.8926120779764206,-0.4588292411625319,-0.02438135424119859,1
-1.3097003261825781,0.5803118051184845,-0.32394631423263337,0.029946449660003212,2013,2,11,42,-0.7600345604512798,-0.44309085401122966,-0.009701041991711137,1
-1.383440722924067,0.5703698162925621,0.1347483072558701,0.03549676266562083,2013,2,12,43,-0.7890728309858495,-0.41228650400867833,0.004783128682255774,1
-1.2537872781038668,0.5590075433486512,-0.15712453669640447,0.027171293157194402,2013,2,13,44,-0.7008765462146347,-0.4458587287481065,-0.004269276848766356,1
-1.1111684888016462,0.18263225208160228,-0.5414150790020833,0.016995719313561888,2013,2,14,45,-0.2029352035519553,-0.1643620184898791,-0.009201738714849342,1
-0.8615856075227596,0.27211015151490037,0.7414678862765204,0.0031199367995178367,2013,2,15,46,-0.2344461902060756,-0.31582852292822394,0.002313332944054822,1
-1.5066114955032577,1.9054368872020964,0.369186423417894,-0.01723121088774656,2013,2,16,47,-2.8707531182146226,-1.2647252062932632,-0.006361529118806626,1
-1.6103342513594183,1.743524497751365,-1.4916987569862339,0.008670249805135456,2013,2,17,48,-2.8076572168132503,-1.0827164133431517,-0.012933400857080697,1
-1.347137758374411,1.0515620754671904,1.1881012149290713,0.028281355758318177,2013,2,18,49,-1.4165989771364143,-0.7805956554084507,0.03360111313629911,1
-1.3121313282729568,1.2663090341071064,-0.21664780004266465,0.02558548944130275,2013,2,19,50,-1.6615637549270024,-0.9650853216248306,-0.005543040000473066,1
-1.0593071108735657,0.8317020940025133,-0.21664780004266465,0.03272160616281202,2013,2,20,51,-0.881027942305297,-0.7851452491139501,-0.007089063989035722,1
-0.7481388433050843,0.388573449189988,-0.04121081333789862,0.023999685725412993,2013,2,21,52,-0.29070689081606454,-0.5193937550560781,-0.0009890465685982249,1
-0.6800707847744789,0.2895086319602643,0.8931477810316829,0.027171293157194402,2013,2,22,53,-0.1968863625362027,-0.42570993423223313,0.02426798019110953,1
-1.098203144319626,0.8402237987104471,0.5383578034546327,0.03272160616281202,2013,2,23,54,-0.9227364176759936,-0.7650965616171269,0.01761593201931905,1
-1.1759952112117462,1.0788315305325764,0.13109337003285432,0.043029330316101434,2013,2,24,55,-1.2687007136105486,-0.9173852870317462,0.005640859921394602,1
-1.1735642091213674,0.7219851458878738,-0.4747124746820419,0.039659497419834044,2013,2,25,56,-0.8472959267312776,-0.6152124378032946,-0.018826858164815476,1
-1.0398590941505355,0.5504858386407183,2.365173747601362,0.022413882009522608,2013,2,26,57,-0.5724277055116351,-0.5293901218334152,0.05301272531075733,1
-0.6392299496561157,-0.2130589031900956,-0.031185842669054515,0.022731042752700558,2013,2,27,58,0.13619363195999204,0.3333107849727092,-0.0007088867229892715,1
-0.8259309101972049,-0.4721187263112654,1.3497538669641764,0.03510031173664824,2013,2,28,59,0.38993744934340846,0.5716270413816472,0.047376781498189025,1
-1.1111684888016462,-0.6823207757736167,3.786030593048817,0.029021397492400486,2013,3,1,60,0.7581733452943366,0.614062514618847,0.10987589875925846,0
-0.8842749603662949,-0.40394508864779927,1.9567345129293279,0.028558871408598807,2013,3,2,61,0.3571985272541922,0.4568145372179741,0.055882129335515895,0
-0.8388962546792254,0.12298031912606992,0.40155872453603525,0.02809634532479713,2013,3,3,62,-0.10316772911411597,-0.1465995162515749,0.011282332592749533,0
-1.0748655242519896,0.6101377715962506,-0.2724116993881082,0.026061230556070625,2013,3,4,63,-0.6558160557327446,-0.5676463095082998,-0.007099384103924492,0
-0.629019740876525,0.06581388337701795,-0.5788781855379967,0.02925266053430101,2013,3,5,64,-0.041398231867889664,-0.1046309446421391,-0.016933727052255133,0
-0.6314507429669036,0.2692695832789233,0.015179646674348063,0.02558548944130275,2013,3,6,65,-0.17003047841986466,-0.4264368213139468,0.00038837868970923876,0
-0.2813864419523623,-0.21646758507326885,0.4224440800961264,0.023206783867468432,2013,3,7,66,0.06091104356178741,0.7693166619468355,0.009803568462882328,0
-0.18090502221670648,-0.9507544740735123,0.06530450001856682,0.020695927983974054,2013,3,8,67,0.17199625925490183,5.255835469781688,0.001351537229413691,0
-0.009114207829941049,-0.6595962298857946,-0.33256152340117107,-0.01009509416623729,2013,3,9,68,0.006011697123024705,72.44960156957066,0.003357239894802148,0
-0.32028247539842236,-0.19090247094946958,-0.5643889701181836,-0.01723121088774656,2013,3,10,69,0.06114271595537153,0.5960626829139309,0.009725105366824513,0
-0.20359437506024175,0.3317620844704327,-1.28702227249734,0.0003447802967090266,2013,3,11,70,-0.06754489425644088,-1.629604847485287,-0.0004437399209827585,0
-0.2716624335908471,0.10309634147422567,-0.40983733897350855,0.0021948846319151103,2013,3,12,71,-0.028007403019201123,-0.37951561895265623,-0.0008995456768979376,0
-0.5439346677132684,0.5803118051184845,-0.27460466172191794,-0.01168089788212894,2013,3,13,72,-0.3156517088872098,-1.066897384077454,0.0032076290115302854,0
-0.43048790349559346,0.023560430866848642,1.1471659180312914,0.011445406307944267,2013,3,14,73,-0.01014248048932254,-0.05473087160927835,0.01312978003449402,0
-0.18090502221670648,-0.8911025411179799,0.20053717727015757,0.02809634532479713,2013,3,15,74,0.16120492499831177,4.926075522688886,0.005634361783042404,0
-0.7027601376180147,0.41129799507780973,-0.6803026934766898,0.02809634532479713,2013,3,16,75,-0.2890438356228951,-0.5852691775656029,-0.01911401940131069,0
-0.38510919780852243,-0.12556940152198223,0.4710025317733385,0.02162098015157678,2013,3,17,76,0.04835793148942683,0.32607027549410106,0.010183536390813763,0
-0.2813864419523623,-0.15681565211773651,2.3365869171784865,-0.009302192308292727,2013,3,18,77,0.044125798391849304,0.5573162096643677,-0.021735380848635133,0
-0.40779855065205767,0.7692095928110038,0.8072567562908072,-0.0005802718708936998,2013,3,19,78,-0.31368255709598675,-1.8862952174136094,-0.0004684283882644461,0
0.4997755630893467,-1.4577959041955373,-0.0004843699957204909,-0.00890574137932013,2013,3,20,79,-0.7285707688886679,-2.916842765894234,4.31367391378909e-06,0
-0.2262837279037775,-0.13551139034790372,0.8109116935138233,-0.015381106552540477,2013,3,21,80,0.030664022581347622,0.5988825640665173,-0.012472719162637163,0
-0.03342422873372845,-0.6276398372310455,0.638215909726319,-0.026250469521875194,2013,3,22,81,0.020978377482010563,18.783609887649554,-0.01675346728664659,0
0.25586502002134415,-0.6350963288504872,0.6902987651542963,-0.019312578264853168,2013,3,23,82,-0.16249893489681205,-2.482056782242791,-0.013331448928173844,0
0.20481397612339014,-0.7171177366643441,0.8958889839489443,-0.004743006625106915,2013,3,24,83,-0.14687573499483056,-3.50114156670964,-0.004249207386230146,0
-0.2716624335908471,-0.9109865187698242,2.0088173683573056,-0.0026616392480003073,2013,3,25,84,0.24748081465746433,3.3535003045174947,-0.0053467471496844955,0
-0.1841463583372117,-0.9663775993713901,1.3497538669641764,-0.012473799740074766,2013,3,26,85,0.17795491570289843,5.248162872872983,-0.016836559434902653,0
-0.6120027262438736,0.0732703749964595,-1.0860007252314618,-0.01168089788212894,2013,3,27,86,-0.04484166925074417,-0.1197242579109705,0.012685463571346676,0
-0.41752255901357294,0.11587889853612594,0.13422617336686798,-0.008509290450347533,2013,3,28,87,-0.04838205425247748,-0.27754589900218746,-0.001142169495217382,0
-0.577968696978571,0.5728553134990428,-0.2746046617219178,-0.007518163127915725,2013,3,29,88,-0.33109243910029257,-0.9911699858377294,0.002064522642511493,0
-0.2716624335908471,-0.35920613893115,0.9452306364596601,-0.013762265259235547,2013,3,30,89,0.09758281386280812,1.322300463805795,-0.013008514750113885,0
-0.31250326870921036,-0.16533735682566988,-0.031185842669054515,-0.013901023084375862,2013,3,31,90,0.051668464447762914,0.5290909385300202,0.0004335151188482406,0
-0.016407214101077126,-0.9109865187698242,-0.5267953301100193,-0.014456054384937751,2013,4,1,91,0.01494675085665142,55.55739610120611,0.007615381941801675,0
-0.04476890515549585,-0.5829008875143963,0.4052136617590514,-0.00890574137932013,2013,4,2,92,0.026095834548186363,13.023126582059016,-0.0036087280749934154,0
0.09590508247442155,-0.9050213254742709,0.29337258273476297,-0.01168089788212894,2013,4,3,93,-0.08679614486072026,-9.435651850850677,-0.00342685518034119,0
-0.12191270482351517,-1.131698670705294,0.946875358210017,-0.018341273488870338,2013,4,4,94,0.137968445990859,9.283622314564,-0.01736689990480199,0
0.014223412237695458,-1.7759395466250432,1.92055063442147,-0.022781523893364183,2013,4,5,95,-0.02525992028087396,-124.77257856142772,-0.04375307016648846,0
0.049229842339149496,-1.8441131842885088,1.1179264202471646,-0.027538935041035977,2013,4,6,96,-0.09078540131807022,-37.451646810458925,-0.030786503067844553,0
0.4965342269688414,-2.2361116008534356,0.770185250171646,-0.03388214990459942,2013,4,7,97,-1.110305945145819,-4.503348300923361,-0.02609553210062712,0
0.43819017679975136,-1.6055054524663797,-0.3294287200671574,-0.0283318368989818,2013,4,8,98,-0.7035167180692077,-3.6638630869381488,0.009333320766783037,0
0.6359116801505573,-1.8057655131028094,0.4052136617590514,-0.03203204556939334,2013,4,9,99,-1.1483073813951408,-2.8396036327544083,-0.012979822478806673,0
0.6132223273070221,-1.9548953454916402,-0.1539917333623912,-0.02436732760925583,2013,4,10,100,-1.1987854734040486,-3.1878543554226204,0.0037523670159585573,0
0.6132223273070221,-2.181572690722663,0.21442593871761825,-0.02611171169673488,2013,4,11,101,-1.3377890825943939,-3.557497857790581,-0.005599028292096189,0
0.4576381935227814,-1.6822007948377782,-0.10073407668415839,-0.019609916461582774,2013,4,12,102,-0.7698393328921478,-3.675750977817504,0.001975386828611019,0
0.6404495507192641,-1.8833130259450015,0.7012635768233447,-0.015011085685499638,2013,4,13,103,-1.206166981330214,-2.94056513612758,-0.010526727639815187,0
0.3749841224499034,-1.27635460812246,-0.0690144429272702,-0.022781523893364183,2013,4,14,104,-0.47861271266169103,-3.40366563556732,0.0015722541805348249,0
0.3749841224499034,-1.1570507422113951,-0.12109729835524745,-0.04012625203591924,2013,4,15,105,-0.4338756571981494,-3.0855170066458015,0.004859180714671568,0
0.9025115760620946,-2.156220619216562,0.7944644760102516,-0.061633714932687524,2013,4,16,106,-1.946014069386725,-2.38910700464873,-0.04896579703856281,0
0.5043134336580535,-2.181572690722663,-0.031185842669054904,-0.04942302632032851,2013,4,17,107,-1.100196414432985,-4.325741270634343,0.0015412987230543243,0
0.652118360753082,-1.8185480701647092,-0.44847524675967715,-0.045775677773780485,2013,4,18,108,-1.185908586466491,-2.788635151620516,0.02052925838518767,0
0.3798461266306608,-1.758896137209177,-0.62077943013043,-0.04736148148967088,2013,4,19,109,-0.6681098848645372,-4.630427190448807,0.029401033489290795,0
0.6983074004702787,-1.895243412536108,0.18317622546083157,-0.04290140853872806,2013,4,20,110,-1.3234625006665095,-2.7140143024644163,-0.007858518083077295,0
0.29557138749753076,-1.3186080606326291,1.552863949786064,-0.02370657606096691,2013,4,21,111,-0.38974281404661437,-4.461065941249919,-0.036813087337936826,0
0.25586502002134415,-0.9184430103892658,0.18591742837809377,-0.00613058487651132,2013,4,22,112,-0.23499743924171307,-3.5894203752779488,-0.0011397825746946183,0
0.42603516634785743,-0.9930079265836812,-0.47745367759930374,-0.006824374002213523,2013,4,23,113,-0.42305629718681964,-2.330757405596077,0.0032583224646699255,0
0.652118360753082,-1.1368116935300534,-1.028043863552209,-0.014059603455965153,2013,4,24,114,-0.7413357780697535,-1.7432330227399648,0.014453889056882404,0
0.7688064610912627,-1.3413326065204505,-0.6803026934766898,-0.018817014603638212,2013,4,25,115,-1.0312251743653067,-1.7446720698676963,0.012801265718045282,0
0.5962053126743707,-0.8886170439114995,-0.019672790416554377,-0.015149843510639954,2013,4,26,116,-0.5297982025130306,-1.4904297575410097,0.00029803969622841617,0
0.7688064610912627,-1.7503744325012438,1.465667590322683,-0.022781523893364183,2013,4,27,117,-1.3456991730359085,-2.2767130011976486,-0.03339014122866571,0
0.6910143941991426,-1.9548953454916402,1.3528866702981905,-0.03150344433076321,2013,4,28,118,-1.3508608228876293,-2.8289816711279077,-0.04262058990357064,0
0.9025115760620946,-2.0518297365443803,0.235259080888809,-0.03457593903030162,2013,4,29,119,-1.851800089339741,-2.2734412018125667,-0.008134303637136258,0
0.7688064610912627,-1.7162876136695109,0.24700709339136037,-0.03467505176254525,2013,4,30,120,-1.319493006480025,-2.232376256920152,-0.00856498374906127,0
0.8660465447064133,-2.6792402456659614,1.2902306036179174,-0.04590782808343739,2013,5,1,121,-2.3203467571973677,-3.0936089127693203,-0.059231684738881,0
0.5905329744634863,-2.302864954398912,1.0155881780027176,-0.05497333932594613,2013,5,2,122,-1.3599176913089102,-3.8995721801467305,-0.055830273524762775,0
0.4187421600767213,-1.7418527277933105,0.48196734344238656,-0.06480532236446893,2013,5,3,123,-0.7293871737717001,-4.15962684819149,-0.03123404906093057,0
1.0021826617676235,-1.7503744325012438,-0.8526068768474425,-0.06718402793830515,2013,5,4,124,-1.75419490785409,-1.7465448503823706,0.057281564234509676,0
0.9705796345926999,-1.7684830550056017,-0.8310688539260983,-0.05816476930417651,2013,5,5,125,-1.7164536373107184,-1.8220708237294656,0.04833892816449787,0
0.9875966492253513,-1.2838110997419014,-0.6803026934766898,-0.05261445629855889,2013,5,6,126,-1.267887540343415,-1.2999214826559582,0.0357937563357212,0
1.0046136638580025,-1.6417226974750954,0.0817517175221387,-0.05053308892145228,2013,5,7,127,-1.6492970541492986,-1.6341668592301273,-0.004131166811027683,0
1.22583485408247,-2.253155010269302,0.536791401787626,-0.05515834975946718,2013,5,8,128,-2.761995943238656,-1.8380425571519496,-0.02960852788767655,0
1.1966628289979246,-2.074199211402705,0.4788345401083725,-0.05687630378501573,2013,5,9,129,-2.4821170962224253,-1.7333051784418028,-0.027234338765962093,0
1.1577667955518645,-1.9719387549075067,0.5978810668008928,-0.0608408130747417,2013,5,10,130,-2.2830452132937973,-1.7032115019782934,-0.036375570226160274,0
0.71532441510293,-1.813222004722251,1.756626699969204,-0.06232750405838972,2013,5,11,131,-1.2970419699797062,-2.5347892767906957,-0.1094861577714063,0
0.593774310583992,-1.2305504453173188,-0.21351499670865115,-0.04101826662610869,2013,5,12,132,-0.7306692423071153,-2.072386257742415,0.008758015063668172,0
0.8465985279833833,-1.596983747758446,-0.6207794301304298,-0.04181116848405325,2013,5,13,133,-1.3520040900656871,-1.8863308069462192,0.025955513344617966,0
0.9243905948755033,-1.5799403383425799,-0.44534244342566365,-0.052911794495288496,2013,5,14,134,-1.4604819892283014,-1.7091511484318804,0.02356386784656836,0
1.021630678490654,-1.6566356807139786,-0.7817272014153829,-0.06242661679063335,2013,5,15,135,-1.6924698344996483,-1.6215443605490045,0.048800584437572354,0
1.021630678490654,-1.552244798041797,0.0817517175221387,-0.06995918444111396,2013,5,16,136,-1.5858209062070292,-1.519364714740063,-0.005719283484509148,0
0.9989413256471191,-1.944953356665718,0.6720240790392168,-0.05978361059748144,2013,5,17,137,-1.9428942844294665,-1.9469951205137852,-0.04017602585341162,0
0.8038128911927167,-1.1078378975230807,1.3518424025201863,-0.06718402793830515,2013,5,18,138,-0.8904943833808882,-1.378211431474992,-0.09082221773910175,0
1.3392816183001457,-2.2929229655729904,1.9622169187638514,-0.06348381926789361,2013,5,19,139,-3.070869579970164,-1.7120416003821568,-0.12456902423520741,0
1.4844934764987698,-2.181572690722663,0.13109337003285412,-0.07051421574167584,2013,5,20,140,-3.238530427885662,-1.4695638812971623,-0.009243946176800018,0
1.4300390296742858,-2.4917627420914314,1.002012696888658,-0.06903413227351123,2013,5,21,141,-3.563317973878968,-1.7424316861771978,-0.06917307705674933,0
1.5321411174701938,-2.305350451605393,2.3651737476013617,-0.06926539531541175,2013,5,22,142,-3.5321222170831024,-1.5046495253104437,-0.1638246946172422,0
1.6342432052661018,-2.2332710326174583,1.483420142548761,-0.07735960178193765,2013,5,23,143,-3.649708010572692,-1.3665391785196588,-0.11475679150287733,0
1.7606553139657977,-1.988982164323373,1.0051455002226717,-0.0814562613813218,2013,5,24,144,-3.50191201699914,-1.1296764629521239,-0.08187539459239739,0
1.7995513474118587,-2.287241829101035,0.770185250171646,-0.07194143908597694,2013,5,25,145,-4.116009115415531,-1.2709996424353975,-0.05540823526014138,0
1.6750840403844647,-2.36052848958926,0.8635427895252532,-0.07162427834279898,2013,5,26,146,-3.9540835997838157,-1.40919162308492,-0.06185062911787381,0
1.4105910129512553,-1.7418527277933105,0.4224440800961268,-0.06639112608035933,2013,5,27,147,-2.457041803709873,-1.2348301977672702,-0.028046538183563365,0
1.3392816183001457,-1.895243412536108,0.3357698545217481,-0.0607086627650848,2013,5,28,148,-2.5382646646140494,-1.4151088430924303,-0.020384138864842388,0
1.177214812274895,-1.9634170501995731,-0.27303826005491094,-0.06480532236446893,2013,5,29,149,-2.3113636341680186,-1.667835259439888,0.017694332460692203,0
0.9127217848416859,-1.9429649589005336,-0.2724116993881082,-0.06385384013493445,2013,5,30,150,-1.7733864451725478,-2.1287359453988364,0.017394533103614083,0
1.1067157516539106,-1.2316156584058107,0.8410649256037048,-0.0687698316541968,2013,5,31,151,-1.3630484491413126,-1.1128463005087414,-0.05783989334401633,0
0.8854945614294433,-0.40394508864779927,1.455094379070387,-0.06857160618970955,2013,6,1,152,-0.3576911791137606,-0.45617505119987517,-0.09977815873047452,0
0.9399490082539274,-0.24885006296341508,1.622307757023367,-0.056083401927069905,2013,6,2,153,-0.23390636988638938,-0.26474565462772703,-0.09098453798654475,0
1.3755845828498017,-0.8215086193365257,1.1924871395966896,-0.06385384013493445,2013,6,3,154,-1.1300545914375513,-0.5972025694042912,-0.07614488317477228,0
1.4105910129512553,-1.0856814652824547,-0.3889519834134172,-0.06242661679063335,2013,6,4,155,-1.531452517855181,-0.7696587875057561,0.024280956418506174,0
1.5888644995790302,-1.4478539153696153,0.672024079039216,-0.07273434094392277,2013,6,5,156,-2.3004436867072835,-0.9112449823779171,-0.04887922848736404,0
0.7882544778142927,0.0562269655805936,0.7106619868253858,-0.07669885023364874,2013,6,6,157,0.04432115739281302,0.07133007659624631,-0.05450695729426752,0
1.1577667955518645,-0.6872917701865779,0.13383457295011633,-0.07273434094392277,2013,6,7,158,-0.7957235903780828,-0.5936306314197412,-0.009734369459038064,0
1.184994018964107,-0.2011285165989894,1.4337129963157436,-0.07828465394954039,2013,6,8,159,-0.23833608921292557,-0.169728130352511,-0.11223772577953665,0
1.4527283825178197,-1.2390721500252522,1.0119332407797013,-0.0884602277931729,2013,6,9,160,-1.8000352803290618,-0.8529217407182076,-0.08951584499085606,0
1.5151241028375424,-1.0750293343975381,0.28460073339952485,-0.08869149083507342,2013,6,10,161,-1.6288028558031102,-0.7095275146828414,-0.025241663337959134,0
0.6359116801505573,0.05338639734461481,2.093794658792426,-0.061633714932687524,2013,6,11,162,0.033949033632599254,0.08395121445140122,-0.1290483431275961,0
1.177214812274895,-0.3954233839398659,0.13422617336686798,-0.07273434094392277,2013,6,12,163,-0.465498264693873,-0.3358945375741283,-0.009762852257263862,0
0.5905329744634863,0.47094992803334207,0.672024079039216,-0.06903413227351123,2013,6,13,164,0.2781114618248943,0.797486293798016,-0.046392599163377804,0
0.6326703440300521,0.43970367743758654,0.25013989672537384,-0.07590594837570418,2013,6,14,165,0.27818747687571693,0.6949855192857087,-0.0189871060875402,0
0.7104624109221727,0.2522261738630565,1.409277130310437,-0.07352724280186859,2013,6,15,166,0.17919721558042223,0.355011918810013,-0.1036202617354561,0
0.20481397612339014,1.6753508600879,0.369186423417894,-0.0814562613813218,2013,6,16,167,0.3431352710563443,8.179466543890518,-0.030072545804363315,0
0.18779696149073882,1.5869381737430928,0.3366835888275021,-0.09077285821218004,2013,6,17,168,0.298022167102615,8.449836795966416,-0.03056173167100677,0
0.3954045400090848,1.3617521268359578,-0.3557442680728724,-0.08161484175291109,2013,6,18,169,0.5384429733179649,3.443859517165633,0.029034012143272662,0
0.593774310583992,0.7209199327993824,-0.5643889701181836,-0.06718402793830515,2013,6,19,170,0.4280637360842111,1.2141107805464773,0.03791792433649131,0
1.021630678490654,-0.4806404310191975,-0.44534244342566365,-0.07735960178193765,2013,6,20,171,-0.4910370096521831,-0.4704593710278681,0.034451514080004436,0
1.2712135597695404,-0.8016246416846814,-0.20516085448461452,-0.08753517562556955,2013,6,21,172,-1.0190361143549662,-0.6305929712551956,0.017958791428802648,0
1.3755845828498017,-1.2748633097985715,0.8635427895252532,-0.08272490435403423,2013,6,22,173,-1.7536823141997855,-0.9267725576219219,-0.07143649466909249,0
1.31659226545661,-0.4635970216033316,0.3394247917447643,-0.08568507129036408,2013,6,23,174,-0.6103682529316673,-0.3521162265679011,-0.029083637478367112,0
1.0410786952136843,-0.34429315569226693,1.409277130310437,-0.08224916323926636,2013,6,24,175,-0.35843626929910716,-0.3307049219486534,-0.11591186474026798,0
0.6910143941991426,0.576050952764518,0.945622236876412,-0.06625897577070242,2013,6,25,176,0.3980595001524123,0.8336188383510367,-0.0626559608814316,0
0.7039797386811626,0.6399637380740167,-0.06992817723302394,-0.06718402793830515,2013,6,26,177,0.4505215050947663,0.9090526507856627,0.004698056612898235,0
0.8077024945373228,0.0647486702885257,0.2532727000593875,-0.07987045766543203,2013,6,27,178,0.05229766251001684,0.0801630168239694,-0.020229006467902978,0
